[run number],density,wind-direction,fighting-strategy,wind-velocity,[step],burned-trees,initial-trees
142,62,N,Wind,25,101,88,67095
104,90,N,Wind,15,821,8065,97724
141,60,N,Wind,25,121,157,64846
127,84,N,Wind,20,541,3334,91183
145,68,N,Wind,25,201,519,73941
143,64,N,Wind,25,241,529,69360
144,66,N,Wind,25,261,958,71678
146,70,N,Wind,25,221,642,76001
147,72,N,Wind,25,261,1046,78121
126,82,N,Wind,20,861,5547,89006
130,90,N,Wind,20,701,5989,97593
128,86,N,Wind,20,881,7150,93410
129,88,N,Wind,20,861,6488,95645
157,40,N,Wind,30,81,2,43508
158,42,N,Wind,30,81,49,45840
123,76,N,Wind,20,641,4187,82668
149,76,N,Wind,25,581,3185,82719
159,44,N,Wind,30,81,39,47634
160,46,N,Wind,30,81,51,50086
162,50,N,Wind,30,101,48,54173
163,52,N,Wind,30,101,60,56353
164,54,N,Wind,30,101,46,58286
150,78,N,Wind,25,541,3637,84625
165,56,N,Wind,30,101,109,60731
148,74,N,Wind,25,681,3510,80030
167,60,N,Wind,30,101,82,64838
166,58,N,Wind,30,141,165,62757
168,62,N,Wind,30,121,171,66998
152,82,N,Wind,25,541,2946,89018
151,80,N,Wind,25,481,3193,86924
161,48,N,Wind,30,81,41,51831
155,88,N,Wind,25,421,3054,95518
169,64,N,Wind,30,121,211,69400
170,66,N,Wind,30,141,305,71451
171,68,N,Wind,30,241,812,73807
172,70,N,Wind,30,201,705,75659
173,72,N,Wind,30,301,1259,78034
174,74,N,Wind,30,381,1754,80069
177,80,N,Wind,30,381,2519,86799
175,76,N,Wind,30,341,1797,82302
184,42,N,Wind,35,81,22,45449
183,40,N,Wind,35,81,35,43276
153,84,N,Wind,25,941,6019,91006
185,44,N,Wind,35,101,63,47650
186,46,N,Wind,35,81,62,49774
187,48,N,Wind,35,81,32,52233
188,50,N,Wind,35,101,74,54272
189,52,N,Wind,35,101,69,56331
178,82,N,Wind,30,521,3600,88956
190,54,N,Wind,35,101,98,58799
191,56,N,Wind,35,101,78,60535
192,58,N,Wind,35,101,126,62884
179,84,N,Wind,30,481,3351,91170
193,60,N,Wind,35,121,120,64750
195,64,N,Wind,35,101,129,69469
154,86,N,Wind,25,861,7429,93304
156,90,N,Wind,25,861,8070,97710
194,62,N,Wind,35,181,448,67218
196,66,N,Wind,35,141,280,71637
197,68,N,Wind,35,201,636,73977
199,72,N,Wind,35,201,689,77980
200,74,N,Wind,35,301,1085,80302
198,70,N,Wind,35,281,993,75821
201,76,N,Wind,35,321,1284,82357
202,78,N,Wind,35,401,2050,84489
176,78,N,Wind,30,381,2190,84868
